BudgetLOB,BudgetGroup,BudgetLine,d1,d2,d3,d4,d5,d6,d7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate,ShipDateDay
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100977,45457,1,12,,16916,16916,NEILERSDRIFT INTERMEDIATE,SCHOOL,NEILERSDRIFT INTERMEDIATE,P O BOX 808,,KEIMOES,8860,Cash,0,Not Applicable,2020-06-30,16916,NEILERSDRIFT INTERMEDIATE,SCHOOL,SCHOOL,,LOUISVALE ROAD,KEIMOES,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 097186,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,6.15,0.0,,0,0.0,0.0,0,0.0,6.15,6.15,0.0,6.15,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100977,45457,1,33,,16916,16916,NEILERSDRIFT INTERMEDIATE,SCHOOL,NEILERSDRIFT INTERMEDIATE,P O BOX 808,,KEIMOES,8860,Cash,0,Not Applicable,2020-06-30,16916,NEILERSDRIFT INTERMEDIATE,SCHOOL,SCHOOL,,LOUISVALE ROAD,KEIMOES,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 098481,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,1.49,0.0,,0,0.0,0.0,0,0.0,1.49,1.49,0.0,1.49,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100978,45458,1,31,,18420,18420,DEVOTED FINANCIAL ADVICE(PTY)L,RAMPIE & HENCO MANDAGE AGENT,DEVOTED FINANCIAL ADVICE(PTY)L,P O BOX 2740,,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,18420,RAMPIE & HENCO MANDATE AGENT,RAMPIE & HENCO MANDAGE AGENT,,33 1S,T AVENUE OOSTERVILLE,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 097041,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,53.99,0.0,,0,0.0,0.0,0,0.0,53.99,53.99,0.0,53.99,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100982,45462,1,7,,19266,19266,BV JOBSON CONSTRUSTION AND TRA,INING (PTY) LTD,BV JOBSON CONSTRUSTION AND TRA,19 ERTJIE STREET,KALKSLOOT,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,19266,BV JOBSON CONSTRUSTION AND TRA,INING (PTY) LTD,,19,ERTJIE STREET KALKSLOOT,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 094337,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,22.17,0.0,,0,0.0,0.0,0,0.0,22.17,22.17,0.0,22.17,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100986,45466,1,6,,19638,19638,HOERSKOOL ORANJEZICHT,,HOERSKOOL ORANJEZICHT,3 LOOP STREET,ACACAIA PARK,KEIMOES,8860,Cash,0,Not Applicable,2020-06-30,19638,HOERSKOOL ORANJEZICHT,,,3,LOOP STREET ACACIA PARK,KEIMOES,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 098776,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,38.35,0.0,,0,0.0,0.0,0,0.0,38.35,38.35,0.0,38.35,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100987,45467,1,5,,19831,19831,LEERKRANS INTERMEDIATE SCHOOL,,LEERKRANS INTERMEDIATE SCHOOL,P O BOX 3042,LEERKRANS,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,19831,LEERKRANS INTERMEDIATE SCHOOL,,,43,SCHOOL STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 097848,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,51.63,0.0,,0,0.0,0.0,0,0.0,51.63,51.63,0.0,51.63,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100987,45467,1,18,,19831,19831,LEERKRANS INTERMEDIATE SCHOOL,,LEERKRANS INTERMEDIATE SCHOOL,P O BOX 3042,LEERKRANS,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,19831,LEERKRANS INTERMEDIATE SCHOOL,,,43,SCHOOL STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 098816,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,35.58,0.0,,0,0.0,0.0,0,0.0,35.58,35.58,0.0,35.58,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100990,45470,1,1,,21128,21128,ELIZABETH ANNA STADLER,BAKGAT,ELIZABETH ANNA STADLER,P O BOX 1666,,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,21128,BAKGAT,BAKGAT,,3,VISSER AVENUE,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 097943,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,82.35,0.0,,0,0.0,0.0,0,0.0,82.35,82.35,0.0,82.35,29:20.6,30
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure,Annuity,Consumable,Other,Toner,Ink Cartridge,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,100885,45337,1,4,,17598,17598,KOBUS DUVENHAGE BOUERS CC,,KOBUS DUVENHAGE BOUERS CC,POSTNET 111,PRIVATE BAG X5879,UPINGTON,8800,Cash,27485,Truck,2020-06-22,17598,KOBUS DUVENHAGE BOUERS CC,,,,STAND 1070 LOUISVALE STREET,UPINGTON,PIETER,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,422,MARLI BEKKER,400,SUPPLIES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,,,0,,Consumables,Toner,ZTOI,CONSUMABLE TNR NON-NAS INKJET,HF9J68A,HP 728 MATTE BLACK INK T7 830,Non,None,,INK,,Y,Sold,Blank,,0.0,CONS,Consumables,Ship & Invoice,1,1,1,0,1410.0,1084.1,1.0,0,0.0,0.0,15,1084.1,1410.0,325.9,211.5,1621.5,29:20.6,22
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/15,100139,45297,1,2,,22042,22042,JOBLAW UPT(PTY)LTD,,JOBLAW UPT(PTY)LTD,131 SCHRODER STREET,,UPINGTON,8800,Customer Billing,0,Not Applicable,1900-01-01,22042,JOBLAW UPT(PTY)LTD,,,131,SCHRODER STREET,UPINGTON,VOICE CONTRACT,UPPPROCESS,Contract# CBC0019775,Contract Type VOIP,LTE 09602007714125,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,420,JACO MOSTERT,100,SALES,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-14,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,601.27,0.0,,0,0.0,0.0,15,0.0,601.27,601.27,90.19,691.46,29:20.6,1
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100972,45452,1,6,,14645,14645,JAPIE GOUSSARD VAN DEVENTER,MAPICO SERVICE,JAPIE GOUSSARD VAN DEVENTER,P O BOX 935,,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,14645,MAPICO SERVICE,MAPICO SERVICE,,3,TOEKOMS STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 075945,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,0.51,0.0,,0,0.0,0.0,0,0.0,0.51,0.51,0.0,0.51,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100972,45452,1,18,,14645,14645,JAPIE GOUSSARD VAN DEVENTER,MAPICO SERVICE,JAPIE GOUSSARD VAN DEVENTER,P O BOX 935,,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,14645,MAPICO SERVICE,MAPICO SERVICE,,3,TOEKOMS STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 079987,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,0.06,0.0,,0,0.0,0.0,0,0.0,0.06,0.06,0.0,0.06,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100972,45452,1,45,,14645,14645,JAPIE GOUSSARD VAN DEVENTER,MAPICO SERVICE,JAPIE GOUSSARD VAN DEVENTER,P O BOX 935,,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,14645,MAPICO SERVICE,MAPICO SERVICE,,3,TOEKOMS STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 091736,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,27.25,0.0,,0,0.0,0.0,0,0.0,27.25,27.25,0.0,27.25,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100972,45452,1,48,,14645,14645,JAPIE GOUSSARD VAN DEVENTER,MAPICO SERVICE,JAPIE GOUSSARD VAN DEVENTER,P O BOX 935,,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,14645,MAPICO SERVICE,MAPICO SERVICE,,3,TOEKOMS STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 093948,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,27.25,0.0,,0,0.0,0.0,0,0.0,27.25,27.25,0.0,27.25,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100975,45455,1,61,,15746,15746,ILUX TRADE AND INVEST(PTY)LTD,,ILUX TRADE AND INVEST(PTY)LTD,P O BOX 3200,,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,15746,ILUX TRADE AND INVEST(PTY)LTD,,,29,LE ROUX STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,NOC,NOCR CUSTOMERS,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 098971,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,1.56,0.0,,0,0.0,0.0,0,0.0,1.56,1.56,0.0,1.56,29:20.6,30
ISP Services,ISP Services,PCs and Servers,ISP Services,Hardware,PC,Machine,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/11,100057,45128,1,1,3TE32W19360401E3656,21531,21531,SOZETA TRADING (PTY) LTD,,SOZETA TRADING (PTY) LTD,12 PRESIDENT STEYN STREET,DIE RAND,UPINGTON,8800,Non-Contract,27378,,2020-06-02,21531,SOZETA TRADING (PTY) LTD,,,35,HAMILTON STREET,UPINGTON,SOZETA TRADING,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,420,JACO MOSTERT,100,SALES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,,,0,,PC,Machine,PMOX,SMART SOLUTIONS,ASS082,LCD BRACKET 10 - 32 UNIMOUNT,Non,None,None,,,N,Sold,Blank,,0.0,,,Dem Sale,2,2,2,0,0.0,195.0,2.0,0,0.0,0.0,15,390.0,0.0,-390.0,0.0,0.0,29:20.6,2
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure,Hardware,PBX,Machine,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,J3N7S19926904148,2020/06/11,100074,44875,1,1,,20648,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Rental,27265,,2020-05-13,20648,ATTIE JOOSTE OOGKUNDIGES,,,,SHOP 16 KALAHARI MALL,UPINGTON,ATTIE JOOSTE,MARLIB,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,102,STEFAN BOTHMA,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,,,0,,PABX,Machine,TMP,PABX MAMIN UNIT - PANASONIC,HG659 EBU,VODACOM ROUTER,Non,None,None,,,N,Sold,Blank,,0.0,,,Dem Sale,1,1,1,0,0.0,0.01,1.0,900043,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,29:20.6,13
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E07908183,2020/06/15,100095,45253,1,16,E01953329,22115,22115,UPINGTON TREKKERS EN IMPLEMENT,E (EDMS)BPK,UPINGTON TREKKERS EN IMPLEMENT,P O BOX  1929,,UPINGTON,8800,Non-Contract,27463,,2020-06-15,22115,UPINGTON TREKKERS EN IMPLEMENT,E (EDMS)BPK,,29,TOEKOM STREET,UPINGTON,UPINGTON TREKKERS,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,102,STEFAN BOTHMA,100,SALES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,Y,,,0,,CCTV,Accessory,BAND,CCTV ACCESSORY NASHUA DIGITAL,2CD2025FWDI4,IP 2MP BULLET IR 30M-4MM IP66,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Dem Sale,1,1,1,0,0.0,1274.52,1.0,0,0.0,0.0,15,1274.52,0.0,-1274.52,0.0,0.0,29:20.6,15
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,D10651997,2020/06/15,100094,45252,1,4,E01953329,22115,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Rental,27462,,2020-06-15,22115,UPINGTON TREKKERS EN IMPLEMENT,E (EDMS)BPK,,29,TOEKOMS STREET,UPINGTON,UPINGTON TREKKERS,MARLIB,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,420,JACO MOSTERT,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,,,0,,CCTV,Accessory,BAND,CCTV ACCESSORY NASHUA DIGITAL,2CD2125FWDI4,HIK  IP DME IP67 2MP 4MM IR,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Dem Sale,1,1,1,0,0.0,1309.03,1.0,900043,0.0,0.0,15,1309.03,0.0,-1309.03,0.0,0.0,29:20.6,15
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,D44773093,2020/06/15,100094,45252,1,8,E01953329,22115,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Rental,27462,,2020-06-15,22115,UPINGTON TREKKERS EN IMPLEMENT,E (EDMS)BPK,,29,TOEKOMS STREET,UPINGTON,UPINGTON TREKKERS,MARLIB,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,420,JACO MOSTERT,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,,,0,,CCTV,Accessory,BAND,CCTV ACCESSORY NASHUA DIGITAL,2CD2125FWDI4,HIK  IP DME IP67 2MP 4MM IR,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Dem Sale,1,1,1,0,0.0,1309.03,1.0,900043,0.0,0.0,15,1309.03,0.0,-1309.03,0.0,0.0,29:20.6,15
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/09,100036,45209,1,1,,21904,21904,UPP SPARES - MARTIN LAURENSON,,UPP SPARES - MARTIN LAURENSON,P O BOX,,UPINGTON,8800,Cash,27429,Not Applicable,2020-06-09,21904,UPP SPARES - MARTIN LAURENSON,,,28,KORT STREET,UPINGTON,Y176H801649,GERALDINE,REDSUN,,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES W/H,002_SPARES W/H,200,SERVICE,200,SERVICE,GERALDINE,0,0,0,,INH,INHOUSE,1,EA,,N,,,0,,Parts,Laser,SL,NASHUA SPARES - LASER,M9060130,PCU:CLICK:3:SERV:EXP(M9060114),DIS,TO BE DISCONTINUED,AA,PCU,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,1996.54,1.0,0,0.0,0.0,15,1996.54,0.0,-1996.54,0.0,0.0,29:20.6,9
,,,Business Infrastructure,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/15,100093,45251,1,2,,20004,20004,MUSCLE CRACKER TRADING 24 CC,O K GROCER,MUSCLE CRACKER TRADING 24 CC,P O BOX 25,,KAKAMAS,8870,Cash,27461,Truck,2020-06-15,20004,O K GROCER UPINGTON,O K GROCER,,C/O,ZF MGAWU & DR NELSON MANDELE,UPINGTON,PRACILLA,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,422,MARLI BEKKER,400,SUPPLIES,MARLIB,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,,,0,,Non-Stock Charges,CENTS ADJ,*,CHARGES - INVOICE ONLY,CENTS ADJ,CENTS ADJUSTMENT,Non,None,,,,Y,Sold,Pgm Generated,,0.0,,Blank,Ship & Invoice,0,-1,-1,0,0.05,0.0,,0,0.0,0.0,0,0.0,-0.05,-0.05,0.0,-0.05,29:20.6,15
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure,Annuity,Consumable,Other,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/05,100001,45165,1,1,,19569,19569,KALKSLOOT INTERMEDIATE SKOOL,,KALKSLOOT INTERMEDIATE SKOOL,P O BOX 1420,,UPINGTON,8800,Cash,27393,Truck,2020-06-05,19569,KALKSLOOT INTERMEDIATE SKOOL,,,8,DRUIWE STREET,UPINGTON,MEV KRAPHOL,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,422,MARLI BEKKER,400,SUPPLIES,ANINE,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,,,0,,Consumables,Priport,ZVNM,CONS PRIPORT NAS PP MASTERS,MASTDX2430,B4 MASTER TYPE TT3 DX2430M,Non,None,,M/R,,Y,Sold,Blank,,0.0,CONS,Consumables,Ship & Invoice,2,2,2,0,680.0,248.0,2.0,0,0.0,0.0,15,496.0,1360.0,864.0,204.0,1564.0,29:20.6,5
